ID	NAME	CLONE_ID	5ACC	3ACC	GB_LIST
227	 ESTs Chr.X [79320, (DW), 5':T62771, 3':T62920]	IMAGE:79320	T62771	T62920	T62771,T62920
228	 ESTs Chr.5 [79266, (I), 5':T63088, 3':T58151]	IMAGE:79266	T63088	T58151	T63088,T58151
229	 ESTs Chr.6 [79294, (IW), 5':T62998, 3':T63141]	IMAGE:79294	T62998	T63141	T62998,T63141
230	 ESTs Chr.12 [79223, (I), 5':T60676, 3':T57776]	IMAGE:79223	T60676	T57776	T60676,T57776
231	SID  79319, ESTs [5':T63024, 3':T63170]	IMAGE:79319	T63024	T63170	T63024,T63170
232	 LYMPHOTOXIN-BETA RECEPTOR PRECURSOR Chr.12 [79742, (IW), 5':T63190, 3':T62568]	IMAGE:79742	T63190	T62568	T63190,T62568
233	ALPHA-2-MACROGLOBULIN PRECURSORSID  79444,  [5':T60017, 3':T59946]	IMAGE:79444	T60017	T59946	T60017,T59946
234	Human Ig germline H-chain G-E-A region B: gamma-2 constant region, 3' endSID  79666,  [5':T62584, 3':T62513]	IMAGE:79666	T62584	T62513	T62584,T62513
235	 Homo sapiens mRNA for leucine zipper bearing kinase, complete cds Chr.3 [79406, (I), 5':T57728, 3':T57688]	IMAGE:79406	T57728	T57688	T57728,T57688
236	 Human neuroendocrine-dlg (NE-dlg) mRNA, complete cds Chr.X [79585, (EW), 5':T62722, 3':T62872]	IMAGE:79585	T62722	T62872	T62722,T62872
237	 ESTs Chr.X [79747, (IRW), 5':T63203, 3':T62578]	IMAGE:79747	T63203	T62578	T63203,T62578
238	SID W 79673, ESTs [5':T62596, 3':T62524]	IMAGE:79673	T62596	T62524	T62596,T62524
239	SID W 79664, ESTs, Weakly similar to TIGHT JUNCTION PROTEIN ZO-1 [Homo sapiens] [5':T62583, 3':T62512]	IMAGE:79664	T62583	T62512	T62583,T62512
240	SID W 79515, Homo sapiens mRNA for KIAA0644 protein, complete cds [5':T82430, 3':T82431]	IMAGE:79515	T82430	T82431	T82430,T82431
241	 ESTs Chr.12 [79534, (I), 5':, 3':T82427]	IMAGE:79534		T82427	T82427
242	Human mRNA for KIAA0349 gene, partial cds  Chr. [79586, (I), 5':T62713, 3':T62863]	IMAGE:79586	T62713	T62863	T62713,T62863
243	 Homo sapiens 195 kDa cornified envelope precursor mRNA, complete cds Chr.16 [79378, (IW), 5':T57706, 3':T57667]	IMAGE:79378	T57706	T57667	T57706,T57667
244	SID  79617, ESTs [5':T62487, 3':T62632]	IMAGE:79617	T62487	T62632	T62487,T62632
245	SID  79830, ESTs [5':T64095, 3':T64016]	IMAGE:79830	T64095	T64016	T64095,T64016
246	 ESTs Chr.16 [79931, (I), 5':, 3':T61473]	IMAGE:79931		T61473	T61473
247	Chemokine (C-C) receptor 1SID  80239,  [5':T65682, 3':T64331]	IMAGE:80239	T65682	T64331	T65682,T64331
248	SID  80203, ESTs, Highly  similar to ZINC FINGER PROTEIN HF.12 [Homo sapiens] [5':T64395, 3':T64207]	IMAGE:80203	T64395	T64207	T64395,T64207
249	Annexin II (lipocortin II)SID  80277,  [5':T65704, 3':T64351]	IMAGE:80277	T65704	T64351	T65704,T64351
250	 Human monocyte chemoattractant protein-4 precursor (MCP-4) mRNA, complete cds Chr.17 [80146, (RW), 5':T64262, 3':T64134]	IMAGE:80146	T64262	T64134	T64262,T64134
251	 EST Chr.5 [80371, (R), 5':T65840, 3':T65765]	IMAGE:80371	T65840	T65765	T65840,T65765
252	SID W 80343, ESTs [5':T65819, 3':T65745]	IMAGE:80343	T65819	T65745	T65819,T65745
253	 Human protein tyrosine kinase t-Ror1 (Ror1) mRNA, complete cds Chr.11 [80727, (IW), 5':T63219, 3':T62968]	IMAGE:80727	T63219	T62968	T63219,T62968
254	 PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-2 Chr.3 [80549, (IRW), 5':T59773, 3':T59641]	IMAGE:80549	T59773	T59641	T59773,T59641
255	SID  80763,  [5':, 3':T63035]	IMAGE:80763		T63035	T63035
256	ESTsSID  80673,  [5':T82384, 3':T57825]	IMAGE:80673	T82384	T57825	T82384,T57825
257	  Chr. [80856, (DI), 5':T63699, 3':T63857]	IMAGE:80856	T63699	T63857	T63699,T63857
258	SID  80660,  [5':T82363, 3':T57800]	IMAGE:80660	T82363	T57800	T82363,T57800
259	SFTPC Surfactant, pulmonary-associated protein C Chr.8 [80584, (IW), 5':T59819, 3':T59683]	IMAGE:80584	T59819	T59683	T59819,T59683
260	 HIGH AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR I A FORM PRECURSOR Chr.1 [81221, (IW), 5':T57151, 3':T57079]	IMAGE:81221	T57151	T57079	T57151,T57079
261	  Chr. [80983, (I), 5':T70162, 3':T70092]	IMAGE:80983	T70162	T70092	T70162,T70092
262	GRO2 GRO2 oncogene Chr.4 [80971, (DIW), 5':T70148, 3':T70079]	IMAGE:80971	T70148	T70079	T70148,T70079
263	 ESTs Chr.6 [81198, (RW), 5':T57129, 3':T57061]	IMAGE:81198	T57129	T57061	T57129,T57061
264	SID  80972,  [5':T70138, 3':T70069]	IMAGE:80972	T70138	T70069	T70138,T70069
265	 ESTs Chr.8 [81463, (I), 5':T63583, 3':T63507]	IMAGE:81463	T63583	T63507	T63583,T63507
266	SID  81434, EST [5':T63549, 3':T63474]	IMAGE:81434	T63549	T63474	T63549,T63474
267	AOAH Acyloxyacyl hydrolase (neutrophil) Chr.7 [81604, (R), 5':T66021, 3':T65864]	IMAGE:81604	T66021	T65864	T66021,T65864
268	SID  81594,  [5':T66004, 3':T65849]	IMAGE:81594	T66004	T65849	T66004,T65849
269	SID  81641, H.sapiens mRNA for Nup88 protein [5':T64514, 3':T65939]	IMAGE:81641	T64514	T65939	T64514,T65939
270	 Homo sapiens clone 24421 mRNA sequence Chr.7 [81320, (R), 5':, 3':T60063]	IMAGE:81320		T60063	T60063
271	SID  81421,  [5':T60225, 3':T60165]	IMAGE:81421	T60225	T60165	T60225,T60165
272	SID W 81892, ESTs [5':T67777, 3':T67701]	IMAGE:81892	T67777	T67701	T67777,T67701
273	SID  82003, ESTs, Highly  similar to BETA-UREIDOPROPIONASE [Rattus norvegicus] [5':T68087, 3':T67940]	IMAGE:82003	T68087	T67940	T68087,T67940
274	SID  82002, FIBRINOGEN BETA CHAIN PRECURSOR [5':T68080, 3':T67931]	IMAGE:82002	T68080	T67931	T68080,T67931
275	SID W 81786, Afamin [5':T67570, 3':T67409]	IMAGE:81786	T67570	T67409	T67570,T67409
276	SID  81795, ESTs [5':T67591, 3':T67430]	IMAGE:81795	T67591	T67430	T67591,T67430
277	SID  82067, ESTs [5':T68776, 3':T68711]	IMAGE:82067	T68776	T68711	T68776,T68711
278	SID  82228,  [5':T68957, 3':T68884]	IMAGE:82228	T68957	T68884	T68957,T68884
279	SID  82526, Human protein phosphatase-1 inhibitor mRNA, complete cds [5':, 3':T72501]	IMAGE:82526		T72501	T72501
280	 EST Chr.1 [82657, (I), 5':T73510, 3':T73442]	IMAGE:82657	T73510	T73442	T73510,T73442
281	 PLASMA-CELL MEMBRANE GLYCOPROTEIN PC-1 Chr.6 [82991, (RW), 5':T70503, 3':T69450]	IMAGE:82991	T70503	T69450	T70503,T69450
282	SID  83139,  [5':T68228, 3':T68115]	IMAGE:83139	T68228	T68115	T68228,T68115
283	SID W 82850, Human NF-IL6-beta protein mRNA, complete cds [5':T69326, 3':T69252]	IMAGE:82850	T69326	T69252	T69326,T69252
284	Tyrosine aminotransferaseSID  83395,  [5':T68539, 3':T68473]	IMAGE:83395	T68539	T68473	T68539,T68473
285	 Human mRNA for PIMT isozyme I, complete cds Chr.6 [83363, (REW), 5':T68518, 3':T68453]	IMAGE:83363	T68518	T68453	T68518,T68453
286	SID W 84275, Human cytochrome P450-IIB (hIIB3) mRNA, complete cds [5':T71165, 3':T72862]	IMAGE:84275	T71165	T72862	T71165,T72862
287	SID W 84078, UDP-GLUCURONOSYLTRANSFERASE 1A PRECURSOR, MICROSOMAL [5':T71061, 3':T70999]	IMAGE:84078	T71061	T70999	T71061,T70999
288	SID  83995, Apolipoprotein E [5':T70943, 3':T70891]	IMAGE:83995	T70943	T70891	T70943,T70891
289	Cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6  Chr. [84203, (I), 5':T72786, 3':T72911]	IMAGE:84203	T72786	T72911	T72786,T72911
290	SID  84093,  [5':T71076, 3':T71014]	IMAGE:84093	T71076	T71014	T71076,T71014
291	SID  84307,  [5':T71187, 3':T72883]	IMAGE:84307	T71187	T72883	T71187,T72883
292	 EST Chr.1 [84198, (DI), 5':T72778, 3':T72906]	IMAGE:84198	T72778	T72906	T72778,T72906
293	 ESTs Chr.12 [84724, (I), 5':T73863, 3':T74263]	IMAGE:84724	T73863	T74263	T73863,T74263
294	UntitledSID  84730,  [5':T73864, 3':T74265]	IMAGE:84730	T73864	T74265	T73864,T74265
295	SID  84545,  [5':, 3':T73940]	IMAGE:84545		T73940	T73940
296	Oxysterol binding proteinSID  84491,  [5':T73904, 3':T73815]	IMAGE:84491	T73904	T73815	T73904,T73815
297	  Chr. [84621, (I), 5':T74481, 3':T74107]	IMAGE:84621	T74481	T74107	T74481,T74107
298	 Homo sapiens clone 24804 mRNA sequence Chr.1 [84415, (IEW), 5':T73753, 3':T73779]	IMAGE:84415	T73753	T73779	T73753,T73779
299	*Fibronectin 1 SID  84400, ESTs [5':T73705, 3':T73730]	IMAGE:84400	T73705	T73730	T73705,T73730
300	 ESTs Chr.13 [84532, (I), 5':T73960, 3':T73929]	IMAGE:84532	T73960	T73929	T73960,T73929
301	SID  85051, Acyl-Coenzyme A dehydrogenase, very long chain [5':T74171, 3':T74172]	IMAGE:85051	T74171	T74172	T74171,T74172
302	SID  84791, ESTs, Highly  similar to COMPLEMENT C3 [Xenopus laevis] [5':T74649, 3':T74588]	IMAGE:84791	T74649	T74588	T74649,T74588
303	SID  84824,  [5':T74667, 3':T74608]	IMAGE:84824	T74667	T74608	T74667,T74608
304	SID  84961, ESTs [5':, 3':T74766]	IMAGE:84961		T74766	T74766
305	SID  85083,  [5':T74816, 3':T74697]	IMAGE:85083	T74816	T74697	T74816,T74697
306	SID  84975, Human mRNA for KIAA0164 gene, complete cds [5':, 3':T74773]	IMAGE:84975		T74773	T74773
307	SID W 85180, Cytochrome P450 IIIA3 (nifedipine oxidase chain 3) [5':T71511, 3':T71349]	IMAGE:85180	T71511	T71349	T71511,T71349
308	 L-SERINE DEHYDRATASE Chr.12 [85202, (DRW), 5':T71526, 3':T71363]	IMAGE:85202	T71526	T71363	T71526,T71363
309	CYP2C18 Cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 18 Chr.10 [85412, (I), 5':T72127, 3':T71983]	IMAGE:85412	T72127	T71983	T72127,T71983
310	APOC4 Apolipoprotein C-IV Chr.19 [85509, (IRW), 5':T71886, 3':T71887]	IMAGE:85509	T71886	T71887	T71886,T71887
311	 UDP-GLUCURONOSYLTRANSFERASE 2B7 PRECURSOR, MICROSOMAL Chr.4 [85676, (IW), 5':T62130, 3':T62074]	IMAGE:85676	T62130	T62074	T62130,T62074
312	SID  85538, ESTs, Weakly similar to fatty acid transport protein precursor [M.musculus] [5':T72971, 3':T72192]	IMAGE:85538	T72971	T72192	T72971,T72192
313	PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase Chr.X [86044, (IW), 5':T62734, 3':T62884]	IMAGE:86044	T62734	T62884	T62734,T62884
314	PECAM1 Platelet/endothelial cell adhesion molecule (CD31 antigen) Chr.17 [85906, (IW), 5':T73117, 3':T72992]	IMAGE:85906	T73117	T72992	T73117,T72992
315	SID W 85924, Cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6 [5':T73132, 3':T73006]	IMAGE:85924	T73132	T73006	T73132,T73006
316	 Human mRNA for PK-120 Chr.3 [86221, (IW), 5':T72428, 3':T72402]	IMAGE:86221	T72428	T72402	T72428,T72402
317	ICAM1 Intercellular adhesion molecule 1 (CD54), human rhinovirus receptor Chr.19 [86017, (EW), 5':T62684, 3':T62835]	IMAGE:86017	T62684	T62835	T62684,T62835
318	CHDR Chlordecone reductase Chr.10 [86102, (DI), 5':, 3':T73242]	IMAGE:86102		T73242	T73242
319	SID  86170,  [5':, 3':T72338]	IMAGE:86170		T72338	T72338
320	 Human mRNA for KIAA0029 gene, partial cds Chr.2 [21649, (IW), 5':T65519, 3':T65437]	IMAGE:21649	T65519	T65437	T65519,T65437
321	 Human brain mRNA homologous to 3'UTR of human CD24 gene, partial sequence Chr.1 [21822, (IW), 5':T65630, 3':T65562]	IMAGE:21822	T65630	T65562	T65630,T65562
322	 ESTs Chr.6 [21438, (IW), 5':T65497, 3':T65420]	IMAGE:21438	T65497	T65420	T65497,T65420
323	SID  21829,  [5':T65660, 3':T65590]	IMAGE:21829	T65660	T65590	T65660,T65590
324	SID  21789, ESTs, Weakly similar to ZK792.1 [C.elegans] [5':T66120, 3':T65034]	IMAGE:21789	T66120	T65034	T66120,T65034
325	SID  21467,  [5':, 3':T65004]	IMAGE:21467		T65004	T65004
326	 Homo sapiens glycogen synthase kinase 3 mRNA, complete cds Chr.19 [22047, (DIW), 5':T64842, 3':T72585]	IMAGE:22047	T64842	T72585	T64842,T72585
327	SID W 21949, Angiotensinogen [5':T66204, 3':T66140]	IMAGE:21949	T66204	T66140	T66204,T66140
328	 ESTs Chr.6 [22194, (I), 5':T66364, 3':T66310]	IMAGE:22194	T66364	T66310	T66364,T66310
329	SID  22177,  [5':T66272, 3':T66185]	IMAGE:22177	T66272	T66185	T66272,T66185
330	 ESTs Chr.7 [22122, (DI), 5':T66066, 3':T65305]	IMAGE:22122	T66066	T65305	T66066,T65305
331	SID  21994, Homo sapiens glutathione transferase (GSTA4) mRNA, complete cds [5':T66387, 3':T66320]	IMAGE:21994	T66387	T66320	T66387,T66320
332	 ESTs Chr.7 [22154, (IR), 5':T64854, 3':T72596]	IMAGE:22154	T64854	T72596	T64854,T72596
333	 ESTs Chr.6 [21925, (I), 5':T64784, 3':T72537]	IMAGE:21925	T64784	T72537	T64784,T72537
334	SID W 22264, ESTs [5':T64867, 3':T72607]	IMAGE:22264	T64867	T72607	T64867,T72607
335	 ESTs Chr.13 [22144, (IR), 5':T64811, 3':T72562]	IMAGE:22144	T64811	T72562	T64811,T72562
336	 ESTs Chr.6 [21922, (R), 5':T64782, 3':T72535]	IMAGE:21922	T64782	T72535	T64782,T72535
337	ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens]  Chr. [21955, (I), 5':T66210, 3':T66144]	IMAGE:21955	T66210	T66144	T66210,T66144
338	 ESTs Chr.3 [22127, (E), 5':T66069, 3':T65308]	IMAGE:22127	T66069	T65308	T66069,T65308
339	 ESTs Chr.6 [22374, (IR), 5':T73987, 3':T82459]	IMAGE:22374	T73987	T82459	T73987,T82459
340	SID  22282, ESTs [5':T74052, 3':T87218]	IMAGE:22282	T74052	T87218	T74052,T87218
341	 ESTs Chr.13 [22328, (I), 5':T74503, 3':T89077]	IMAGE:22328	T74503	T89077	T74503,T89077
342	 ESTs Chr.6 [22279, (R), 5':T74051, 3':T87216]	IMAGE:22279	T74051	T87216	T74051,T87216
343	INSM1 Insulinoma-associated 1 (symbol provisional) Chr.20 [22895, (RW), 5':T75251, 3':R38640]	IMAGE:22895	T75251	R38640	T75251,R38640
344	  Chr. [22845, (IR), 5':T75211, 3':R43678]	IMAGE:22845	T75211	R43678	T75211,R43678
345	 ESTs Chr.5 [22852, (I), 5':T75082, 3':R38522]	IMAGE:22852	T75082	R38522	T75082,R38522
346	 ESTs, Weakly similar to P24 protein [M.musculus] Chr.6 [22987, (IW), 5':T75175, 3':R38624]	IMAGE:22987	T75175	R38624	T75175,R38624
347	 ESTs Chr.22 [22778, (IW), 5':T75156, 3':R38615]	IMAGE:22778	T75156	R38615	T75156,R38615
348	 ESTs Chr.5 [23063, (R), 5':T75236, 3':R45284]	IMAGE:23063	T75236	R45284	T75236,R45284
349	 Homo sapiens GDP-L-fucose pyrophosphorylase (GFPP) mRNA, complete cds Chr.1 [22883, (IRW), 5':T75166, 3':R38619]	IMAGE:22883	T75166	R38619	T75166,R38619
350	 ESTs Chr.17 [22716, (IE), 5':T74717, 3':R45257]	IMAGE:22716	T74717	R45257	T74717,R45257
351	 ESTs Chr.6 [23056, (RW), 5':T75231, 3':R43684]	IMAGE:23056	T75231	R43684	T75231,R43684
352	 HUMAN IMMUNODEFICIENCY VIRUS TYPE I ENHANCER-BINDING PROTEIN 2 Chr.6 [23464, (DIW), 5':T75400, 3':R39209]	IMAGE:23464	T75400	R39209	T75400,R39209
353	 Human MAP kinase mRNA, complete cds Chr.4 [23173, (IRW), 5':T75436, 3':R39221]	IMAGE:23173	T75436	R39221	T75436,R39221
354	  Chr. [23229, (I), 5':T75290, 3':R38663]	IMAGE:23229	T75290	R38663	T75290,R38663
355	 ESTs Chr.6 [23128, (I), 5':T75284, 3':R39181]	IMAGE:23128	T75284	R39181	T75284,R39181
356	 ESTs Chr.1 [23213, (I), 5':T77002, 3':R38086]	IMAGE:23213	T77002	R38086	T77002,R38086
357	 ESTs Chr.6 [23127, (I), 5':T75283, 3':R38660]	IMAGE:23127	T75283	R38660	T75283,R38660
358	 ESTs Chr.13 [23121, (DI), 5':T75278, 3':R38655]	IMAGE:23121	T75278	R38655	T75278,R38655
359	 Homo sapiens clone 23661 unknown protein mRNA, complete cds Chr.2 [23769, (IW), 5':T77109, 3':R38280]	IMAGE:23769	T77109	R38280	T77109,R38280
360	 Homo sapiens clone 23771 mRNA sequence Chr.17 [23771, (RW), 5':T77111, 3':R38282]	IMAGE:23771	T77111	R38282	T77111,R38282
361	SID W 23572, ESTs [5':T77308, 3':R38289]	IMAGE:23572	T77308	R38289	T77308,R38289
362	 EST Chr.19 [23800, (R), 5':T77496, 3':R38381]	IMAGE:23800	T77496	R38381	T77496,R38381
363	 Human clone 23933 mRNA sequence Chr.17 [23933, (IW), 5':T77288, 3':R39465]	IMAGE:23933	T77288	R39465	T77288,R39465
364	*UDP-GLUCURONOSYLTRANSFERASE 2B7 PRECURSOR  MICROSOMAL SID W 23605, Homo sapiens clone 23605 mRNA sequence [5':T77175, 3':R39436]	IMAGE:23605	T77175	R39436	T77175,R39436
365	SID  24137,  [5':T78293, 3':R37941]	IMAGE:24137	T78293	R37941	T78293,R37941
366	Myelin basic protein  Chr. [24132, (IE), 5':T78290, 3':R37939]	IMAGE:24132	T78290	R37939	T78290,R37939
367	 ESTs Chr.19 [24600, (I), 5':T80484, 3':R38844]	IMAGE:24600	T80484	R38844	T80484,R38844
368	SID W 24667, Homo sapiens clone 24667 mRNA sequence [5':T80031, 3':R38754]	IMAGE:24667	T80031	R38754	T80031,R38754
369	 Homo sapiens clone 24628 mRNA sequence Chr.13 [24632, (IRW), 5':T80159, 3':R39364]	IMAGE:24632	T80159	R39364	T80159,R39364
370	SID W 24734, Homo sapiens clone 24734 mRNA sequence [5':T80166, 3':R39367]	IMAGE:24734	T80166	R39367	T80166,R39367
371	 Homo sapiens clone 24684 mRNA sequence Chr.20 [24684, (E), 5':, 3':R38774]	IMAGE:24684		R38774	R38774
372	 EST Chr.2 [24623, (R), 5':T79997, 3':R37580]	IMAGE:24623	T79997	R37580	T79997,R37580
373	 Homo sapiens clone 24503 mRNA sequence Chr.1 [24503, (IEW), 5':T80480, 3':R38910]	IMAGE:24503	T80480	R38910	T80480,R38910
374	Contactin 1  Chr. [24884, (IR), 5':T80518, 3':R38995]	IMAGE:24884	T80518	R38995	T80518,R38995
375	 EST Chr.7 [25029, (R), 5':T79906, 3':R37615]	IMAGE:25029	T79906	R37615	T79906,R37615
376	 ESTs Chr.13 [25061, (RW), 5':T81289, 3':R38944]	IMAGE:25061	T81289	R38944	T81289,R38944
377	 ESTs Chr.5 [25109, (I), 5':T80459, 3':R39022]	IMAGE:25109	T80459	R39022	T80459,R39022
378	 ESTs Chr.6 [25162, (R), 5':, 3':R38899]	IMAGE:25162		R38899	R38899
379	SID  25206, ESTs [5':, 3':R39011]	IMAGE:25206		R39011	R39011
380	 Homo sapiens mRNA for KIAA0604 protein, complete cds Chr.3 [24972, (I), 5':, 3':R38978]	IMAGE:24972		R38978	R38978
381	 ESTs Chr.X [66935, (I), 5':T69515, 3':T67481]	IMAGE:66935	T69515	T67481	T69515,T67481
382	 ESTs Chr.20 [66794, (I), 5':, 3':T64939]	IMAGE:66794		T64939	T64939
383	SID  66724, ESTs, Weakly similar to HYPOTHETICAL 11.3 KD PROTEIN IN RNR4-QCR9 INTERGENIC REGION [S.cerevisia [5':, 3':T64892]	IMAGE:66724		T64892	T64892
384	SID W 108284, Selectin P (granule membrane protein 140kD, antigen CD62) [5':T70809, 3':T70540]	IMAGE:108284	T70809	T70540	T70809,T70540
385	SID  108288, ALPHA-2-MACROGLOBULIN PRECURSOR [5':T70820, 3':T70551]	IMAGE:108288	T70820	T70551	T70820,T70551
386	SCYA2 Small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je) Chr.17 [108837, (DIW), 5':T77816, 3':T77817]	IMAGE:108837	T77816	T77817	T77816,T77817
387	 LYSOSOMAL PRO-X CARBOXYPEPTIDASE PRECURSOR Chr.11 [108840, (EW), 5':T78947, 3':T78895]	IMAGE:108840	T78947	T78895	T78947,T78895
388	SID  108688,  [5':T72706, 3':T72637]	IMAGE:108688	T72706	T72637	T72706,T72637
389	 ESTs Chr.1 [108798, (IW), 5':T77708, 3':T77885]	IMAGE:108798	T77708	T77885	T77708,T77885
390	  Chr. [108772, (I), 5':T77695, 3':T77872]	IMAGE:108772	T77695	T77872	T77695,T77872
391	SID  108680,  [5':T72702, 3':T72633]	IMAGE:108680	T72702	T72633	T72702,T72633
392	Uncoupling protein 2 (mitochondrial, proton carrier)SID  109308,  [5':T80920, 3':T80845]	IMAGE:109308	T80920	T80845	T80920,T80845
393	SID W 109612, ESTs, Highly  similar to GTP-BINDING PROTEIN SARA [Mus musculus] [5':T81660, 3':T81459]	IMAGE:109612	T81660	T81459	T81660,T81459
394	ALAS2 Aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia) Chr.X [109478, (I), 5':, 3':T81302]	IMAGE:109478		T81302	T81302
395	ME2 Malic enzyme 2, mitochondrial Chr.18 [109375, (IW), 5':T80865, 3':T70290]	IMAGE:109375	T80865	T70290	T80865,T70290
396	SID W 109409, ESTs [5':T80890, 3':T70313]	IMAGE:109409	T80890	T70313	T80890,T70313
397	  Chr. [109402, (I), 5':T80876, 3':T70301]	IMAGE:109402	T80876	T70301	T80876,T70301
398	SID  110022, Cyclin D1 (PRAD1; parathyroid adenomatosis 1) [5':T85217, 3':T89175]	IMAGE:110022	T85217	T89175	T85217,T89175
399	SID  109705,  [5':T82082, 3':T81770]	IMAGE:109705	T82082	T81770	T82082,T81770
400	SID  109957, Major histocompatibility complex, class II, DR beta 5 [5':T84211, 3':T88824]	IMAGE:109957	T84211	T88824	T84211,T88824
401	 Human XMP mRNA, complete cds Chr.16 [109863, (IRW), 5':T84249, 3':T88721]	IMAGE:109863	T84249	T88721	T84249,T88721
402	  Chr. [109811, (R), 5':T85133, 3':T88698]	IMAGE:109811	T85133	T88698	T85133,T88698
403	 ESTs, Weakly similar to protein-tyrosine phosphatase [H.sapiens] Chr.X [109914, (I), 5':T84425, 3':T88897]	IMAGE:109914	T84425	T88897	T84425,T88897
404	SID  109953,  [5':T84209, 3':T88822]	IMAGE:109953	T84209	T88822	T84209,T88822
405	  Chr. [110037, (I), 5':T84119, 3':T89351]	IMAGE:110037	T84119	T89351	T84119,T89351
406	 ESTs Chr.19 [110167, (R), 5':T81891, 3':T71214]	IMAGE:110167	T81891	T71214	T81891,T71214
407	  Chr. [110313, (I), 5':T82025, 3':T71571]	IMAGE:110313	T82025	T71571	T82025,T71571
408	SID  110190, ESTs [5':T71378, 3':T71248]	IMAGE:110190	T71378	T71248	T71378,T71248
409	 Homo sapiens (clone 48A8) mRNA Chr.X [110298, (IW), 5':T81996, 3':T71548]	IMAGE:110298	T81996	T71548	T81996,T71548
410	SID W 110750, Chromosome condensation 1 [5':T83100, 3':T90563]	IMAGE:110750	T83100	T90563	T83100,T90563
411	SID  110761, Human N-benzoyl-L-tyrosyl-p-amino-benzoic acid hydrolase alpha subunit (PPH alpha) mRNA, complet [5':T83149, 3':T90623]	IMAGE:110761	T83149	T90623	T83149,T90623
412	SID  110844, ESTs [5':T83194, 3':T90664]	IMAGE:110844	T83194	T90664	T83194,T90664
413	SID  110480, ESTs [5':T82803, 3':T89980]	IMAGE:110480	T82803	T89980	T82803,T89980
414	SID  110749,  [5':T83107, 3':T90570]	IMAGE:110749	T83107	T90570	T83107,T90570
415	SID  110657,  [5':T83027, 3':T90222]	IMAGE:110657	T83027	T90222	T83027,T90222
416	SID W 110589, Signal transducer and activator of transcription 5A [5':T83012, 3':T90203]	IMAGE:110589	T83012	T90203	T83012,T90203
417	 ESTs, Weakly similar to gene C35D10.1 protein [C.elegans] Chr. [110503, (DIR), 5':T82817, 3':T89996]	IMAGE:110503	T82817	T89996	T82817,T89996
418	SID W 110848, ESTs [5':T83291, 3':T90749]	IMAGE:110848	T83291	T90749	T83291,T90749
419	  Chr. [110767, (I), 5':T83152, 3':T90626]	IMAGE:110767	T83152	T90626	T83152,T90626
420	SID  110763,  [5':T83150, 3':T90624]	IMAGE:110763	T83150	T90624	T83150,T90624
421	SID  110632,  [5':T83018, 3':T90212]	IMAGE:110632	T83018	T90212	T83018,T90212
422	SID  110483,  [5':T82808, 3':T89987]	IMAGE:110483	T82808	T89987	T82808,T89987
423	CD3G CD3G antigen, gamma polypeptide (TiT3 complex) Chr.11 [110938, (IW), 5':T82969, 3':T90300]	IMAGE:110938	T82969	T90300	T82969,T90300
424	SID  111028,  [5':T83128, 3':T90384]	IMAGE:111028	T83128	T90384	T83128,T90384
425	SID  110889,  [5':T82877, 3':T90289]	IMAGE:110889	T82877	T90289	T82877,T90289
426	SID  111008, Homo sapiens putative interferon-related protein (SM15) mRNA, partial cds [5':, 3':T90376]	IMAGE:111008		T90376	T90376
427	 H.sapiens PAP mRNA Chr.14 [111403, (EW), 5':T84482, 3':T84483]	IMAGE:111403	T84482	T84483	T84482,T84483
428	ESTs, Highly  similar to SERINE/THREONINE-PROTEIN KINASE PAK [Rattus norvegicus]SID  111377,  [5':T84468, 3':T84469]	IMAGE:111377	T84468	T84469	T84468,T84469
429	 ESTs Chr.1 [111437, (I), 5':T83209, 3':T90760]	IMAGE:111437	T83209	T90760	T83209,T90760
430	SID  111854,  [5':T84872, 3':T91291]	IMAGE:111854	T84872	T91291	T84872,T91291
431	FBN1 Fibrillin 1 (Marfan syndrome) Chr.15 [111725, (IEW), 5':T84764, 3':T91093]	IMAGE:111725	T84764	T91093	T84764,T91093
432	SID W 111771, Apolipoprotein B (including Ag(x) antigen) [5':T84791, 3':T91121]	IMAGE:111771	T84791	T91121	T84791,T91121
433	  Chr. [111795, (I), 5':T84805, 3':T91135]	IMAGE:111795	T84805	T91135	T84805,T91135
434	 Homo sapiens GBAS (GBAS) mRNA, complete cds Chr.7 [112383, (EW), 5':T85754, 3':T90846]	IMAGE:112383	T85754	T90846	T85754,T90846
435	 ESTs Chr.9 [112035, (I), 5':T84746, 3':T91871]	IMAGE:112035	T84746	T91871	T84746,T91871
